FULL_ADDRE,zon_new,full_zonin,PIN,MAPBLOCKLO,hood,ZIP_CODE,POINT_X,POINT_Y
125 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00034000000,49-A-34,Central Lawrenceville,15201,-79.962711,40.471837
125 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00052000000,80-N-52,Central Lawrenceville,15201,-79.962386,40.472313
125 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00127000000,80-P-127,Central Lawrenceville,15201,-79.961501,40.473848
125 51ST ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00300000000,80-C-300,Upper Lawrenceville,15201,-79.957224,40.480019
125 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00101000000,49-A-101,Central Lawrenceville,15201,-79.963334,40.471441
125 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00181000200,80-D-181-2,Upper Lawrenceville,15201,-79.95199,40.480734
126 1/2 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00057000000,80-P-57,Central Lawrenceville,15201,-79.9617,40.473716
126 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00173000000,49-A-173,Central Lawrenceville,15201,-79.963768,40.471081
126 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00032000000,49-A-32,Central Lawrenceville,15201,-79.962612,40.472098
126 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00057000000,80-P-57,Central Lawrenceville,15201,-79.961733,40.473731
126 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00073000000,49-A-73,Central Lawrenceville,15201,-79.963032,40.471445
126 LOCARNA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00057000000,80-P-57,Central Lawrenceville,15201,-79.961896,40.473608
127 1/2 ALMOND WAY,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00261000000,49-A-261,Central Lawrenceville,15201,-79.964308,40.470853
127 1/2 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00155000000,49-A-155,Central Lawrenceville,15201,-79.963234,40.471395
127 40TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00308000000,49-A-308,Central Lawrenceville,15201,-79.964491,40.470687
127 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00035000000,49-A-35,Central Lawrenceville,15201,-79.962662,40.471809
127 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00051000000,80-N-51,Central Lawrenceville,15201,-79.962296,40.47229
127 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00048000000,80-P-48,Central Lawrenceville,15201,-79.961835,40.473158
127 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00126000000,80-P-126,Central Lawrenceville,15201,-79.961443,40.47381
127 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00276000000,80-P-276,Central Lawrenceville,15201,-79.960934,40.474525
127 ALMOND WAY,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00262000000,49-A-262,Central Lawrenceville,15201,-79.964278,40.470829
127 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00102000000,49-A-102,Central Lawrenceville,15201,-79.963287,40.471426
127 HONEYCRISP LN,RM-M,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,0049C00158000000,49-C-158,Central Lawrenceville,15201,-79.955976,40.472417
127 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00181000000,80-D-181,Upper Lawrenceville,15201,-79.951824,40.48077
128 1/2 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00033000000,49-A-33,Central Lawrenceville,15201,-79.96251,40.472048
128 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00174000000,49-A-174,Central Lawrenceville,15201,-79.963717,40.47105
128 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00072000000,49-A-72,Central Lawrenceville,15201,-79.96284,40.471588
128 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00033000000,49-A-33,Central Lawrenceville,15201,-79.962547,40.472072
128 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00058000000,80-P-58,Central Lawrenceville,15201,-79.961646,40.473655
128 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00073000000,49-A-73,Central Lawrenceville,15201,-79.96301,40.471424
128 LOCARNA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00051000000,80-P-51,Central Lawrenceville,15201,-79.96183,40.473551
129 39TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049E00132000000,49-E-132,Lower Lawrenceville,15201,-79.965564,40.469311
129 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00153000000,49-A-153,Central Lawrenceville,15201,-79.963399,40.471173
129 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00036000A00,49-A-36-A,Central Lawrenceville,15201,-79.96261,40.47177
129 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00047000000,80-P-47,Central Lawrenceville,15201,-79.961801,40.473079
129 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00125000000,80-P-125,Central Lawrenceville,15201,-79.961379,40.473769
129 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00275000000,80-P-275,Central Lawrenceville,15201,-79.960891,40.474497
129 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00153000A00,49-A-153-A,Central Lawrenceville,15201,-79.963201,40.471321
129 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00138000000,80-K-138,Central Lawrenceville,15201,-79.960272,40.475074
129 LOCARNA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00047000A00,80-P-47-A,Central Lawrenceville,15201,-79.961615,40.473231
129 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00271000000,80-D-271,Upper Lawrenceville,15201,-79.951734,40.480564
130 1/2 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00071000A00,49-A-71-A,Central Lawrenceville,15201,-79.962958,40.471387
130 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00175000000,49-A-175,Central Lawrenceville,15201,-79.963685,40.47102
130 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00021000000,49-A-21,Central Lawrenceville,15201,-79.962473,40.471994
130 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00130000000,80-N-130,Central Lawrenceville,15201,-79.962041,40.472918
130 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00059000000,80-P-59,Central Lawrenceville,15201,-79.961644,40.473591
130 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00332000000,80-P-332,Central Lawrenceville,15201,-79.961128,40.474292
130 56TH ST,RIV-MU,RIVERFRONT MIXED USE,0120N00015000000,120-N-15,Upper Lawrenceville,15201,-79.948762,40.484853
130 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00071000A00,49-A-71-A,Central Lawrenceville,15201,-79.962937,40.471371
130 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00115000000,80-K-115,Central Lawrenceville,15201,-79.960534,40.474879
131 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00152000000,49-A-152,Central Lawrenceville,15201,-79.963371,40.471133
131 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00037000000,49-A-37,Central Lawrenceville,15201,-79.962561,40.471722
131 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00049000000,80-N-49,Central Lawrenceville,15201,-79.962201,40.472196
131 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00046000000,80-P-46,Central Lawrenceville,15201,-79.961724,40.473061
131 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00124000000,80-P-124,Central Lawrenceville,15201,-79.961331,40.473735
131 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00274000000,80-P-274,Central Lawrenceville,15201,-79.960835,40.474453
131 51ST ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00300000000,80-C-300,Upper Lawrenceville,15201,-79.957098,40.479958
131 55TH ST,RIV-MU,RIVERFRONT MIXED USE,0120N00015003600,120-N-15-36,Upper Lawrenceville,15201,-79.950353,40.484144
131 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00152000A00,49-A-152-A,Central Lawrenceville,15201,-79.963152,40.471309
131 HOLLY WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00318000000,80-P-318,Central Lawrenceville,15201,-79.960463,40.474597
131 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00137000000,80-K-137,Central Lawrenceville,15201,-79.960228,40.475041
131 HONEYCRISP LN,RM-M,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,0049C00158000000,49-C-158,Central Lawrenceville,15201,-79.955915,40.472376
132 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00176000000,49-A-176,Central Lawrenceville,15201,-79.963636,40.470994
132 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00071000000,49-A-71,Central Lawrenceville,15201,-79.962722,40.471554
132 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00021000000,49-A-21,Central Lawrenceville,15201,-79.962444,40.471974
132 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00131000000,80-N-131,Central Lawrenceville,15201,-79.962107,40.472954
132 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00060000000,80-P-60,Central Lawrenceville,15201,-79.961529,40.473585
132 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00334000000,80-P-334,Central Lawrenceville,15201,-79.961059,40.474237
132 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00151000B00,49-A-151-B,Central Lawrenceville,15201,-79.963067,40.471252
133 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00039000B00,49-A-39-B,Central Lawrenceville,15201,-79.962522,40.471684
133 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00048000000,80-N-48,Central Lawrenceville,15201,-79.962145,40.472162
133 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00045000000,80-P-45,Central Lawrenceville,15201,-79.961669,40.473023
133 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00123000000,80-P-123,Central Lawrenceville,15201,-79.961283,40.473691
133 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00273000000,80-P-273,Central Lawrenceville,15201,-79.960778,40.474408
133 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00136000000,80-K-136,Central Lawrenceville,15201,-79.960191,40.475013
134 1/2 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00001000000,80-P-1,Central Lawrenceville,15201,-79.961914,40.472819
134 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00177000000,49-A-177,Central Lawrenceville,15201,-79.963597,40.470962
134 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00069000000,49-A-69,Central Lawrenceville,15201,-79.962691,40.471514
134 43RD HALF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00126000000,80-N-126,Central Lawrenceville,15201,-79.962125,40.472692
134 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00036000000,49-A-36,Central Lawrenceville,15201,-79.96243,40.471922
134 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00128000000,80-N-128,Central Lawrenceville,15201,-79.961948,40.472847
134 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00061000000,80-P-61,Central Lawrenceville,15201,-79.961489,40.473525
134 55TH ST,RIV-MU,RIVERFRONT MIXED USE,0119S00220000000,119-S-220,Upper Lawrenceville,15201,-79.95072,40.48393
134 56TH ST,RIV-MU,RIVERFRONT MIXED USE,0120N00015000000,120-N-15,Upper Lawrenceville,15201,-79.948723,40.484808
134 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00151000A00,49-A-151-A,Central Lawrenceville,15201,-79.96312,40.471277
134 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00117000000,80-K-117,Central Lawrenceville,15201,-79.960476,40.474837
134 LOCARNA WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00061000000,80-P-61,Central Lawrenceville,15201,-79.961632,40.473408
135 40TH ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00307000000,49-A-307,Central Lawrenceville,15201,-79.964097,40.470543
135 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00151000000,49-A-151,Central Lawrenceville,15201,-79.963303,40.471084
135 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00039000000,49-A-39,Central Lawrenceville,15201,-79.962451,40.471631
135 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00006000000,49-A-6,Central Lawrenceville,15201,-79.962073,40.472105
135 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00044000000,80-P-44,Central Lawrenceville,15201,-79.961629,40.472992
135 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00272000000,80-P-272,Central Lawrenceville,15201,-79.960738,40.474361
135 51ST ST,RIV-MU,RIVERFRONT MIXED USE,0080G00114000000,80-G-114,Central Lawrenceville,15201,-79.956969,40.478911
135 55TH ST,RIV-MU,RIVERFRONT MIXED USE,0120N00015000000,120-N-15,Upper Lawrenceville,15201,-79.950312,40.484099
135 ALMOND WAY,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00240000000,49-A-240,Central Lawrenceville,15201,-79.964119,40.470979
135 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00066000000,49-A-66,Central Lawrenceville,15201,-79.962896,40.471341
135 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00135000000,80-K-135,Central Lawrenceville,15201,-79.960151,40.474986
135 HONEYCRISP LN,RM-M,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,0049C00158000000,49-C-158,Central Lawrenceville,15201,-79.955871,40.472342
136 1/2 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00003000000,80-P-3,Central Lawrenceville,15201,-79.961868,40.472762
136 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00178000000,49-A-178,Central Lawrenceville,15201,-79.963549,40.470928
136 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00068000000,49-A-68,Central Lawrenceville,15201,-79.962674,40.471489
136 43RD HALF ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080N00127000000,80-N-127,Central Lawrenceville,15201,-79.962081,40.472632
136 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00037000000,49-A-37,Central Lawrenceville,15201,-79.962371,40.47187
136 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00002000000,80-P-2,Central Lawrenceville,15201,-79.961871,40.472803
136 55TH ST,RIV-MU,RIVERFRONT MIXED USE,0119S00220000000,119-S-220,Upper Lawrenceville,15201,-79.950678,40.483879
137 1/2 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00271000B00,80-P-271-B,Central Lawrenceville,15201,-79.960666,40.474305
137 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00149000000,49-A-149,Central Lawrenceville,15201,-79.963223,40.471043
137 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00040000000,49-A-40,Central Lawrenceville,15201,-79.96239,40.471612
137 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00007000000,49-A-7,Central Lawrenceville,15201,-79.962022,40.472066
137 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00043000000,80-P-43,Central Lawrenceville,15201,-79.961594,40.472946
137 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00271000A00,80-P-271-A,Central Lawrenceville,15201,-79.960697,40.474332
137 51ST ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0080C00300000000,80-C-300,Upper Lawrenceville,15201,-79.956984,40.479899
137 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00150000000,49-A-150,Central Lawrenceville,15201,-79.963043,40.471213
137 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00134000000,80-K-134,Central Lawrenceville,15201,-79.960115,40.474958
137 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00268000000,80-D-268,Upper Lawrenceville,15201,-79.95153,40.480387
138 1/2 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00180000000,49-A-180,Central Lawrenceville,15201,-79.963404,40.470838
138 1/4 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00181000000,49-A-181,Central Lawrenceville,15201,-79.963438,40.470867
138 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00182000000,49-A-182,Central Lawrenceville,15201,-79.963484,40.470888
138 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00067000000,49-A-67,Central Lawrenceville,15201,-79.962589,40.471436
138 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00017000000,49-A-17,Central Lawrenceville,15201,-79.962307,40.471843
138 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00004000000,80-P-4,Central Lawrenceville,15201,-79.961845,40.472725
138 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00063000000,80-P-63,Central Lawrenceville,15201,-79.96135,40.473461
138 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00336000000,80-P-336,Central Lawrenceville,15201,-79.960976,40.474183
138 47TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00149000000,80-K-149,Central Lawrenceville,15201,-79.959991,40.475207
138 56TH ST,RIV-MU,RIVERFRONT MIXED USE,0120N00015006600,120-N-15-66,Upper Lawrenceville,15201,-79.948687,40.484765
138 COTTON WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00143000A00,80-P-143-A,Central Lawrenceville,15201,-79.961006,40.473988
138 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00119000000,80-K-119,Central Lawrenceville,15201,-79.960351,40.474775
139 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00148000000,49-A-148,Central Lawrenceville,15201,-79.963184,40.471014
139 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00041000000,49-A-41,Central Lawrenceville,15201,-79.962347,40.471554
139 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00042000000,80-P-42,Central Lawrenceville,15201,-79.961503,40.472952
139 45TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00120000000,80-P-120,Central Lawrenceville,15201,-79.961112,40.473586
139 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00269000000,80-P-269,Central Lawrenceville,15201,-79.960619,40.474275
139 55TH ST,RIV-MU,RIVERFRONT MIXED USE,0120N00015003400,120-N-15-34,Upper Lawrenceville,15201,-79.950281,40.484056
139 COTTON WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00121000000,80-P-121,Central Lawrenceville,15201,-79.960932,40.473725
139 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00133000000,80-K-133,Central Lawrenceville,15201,-79.960075,40.474931
139 HONEYCRISP LN,RM-M,MULTI-UNIT RESIDENTIAL MODERATE DENSITY,0049C00158000000,49-C-158,Central Lawrenceville,15201,-79.955813,40.472302
139 MCCANDLESS AVE,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080D00267000000,80-D-267,Upper Lawrenceville,15201,-79.951565,40.480422
140 41ST ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00183000000,49-A-183,Central Lawrenceville,15201,-79.963358,40.470794
140 42ND ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00067000000,49-A-67,Central Lawrenceville,15201,-79.962552,40.471413
140 43RD ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00038000000,49-A-38,Central Lawrenceville,15201,-79.962236,40.471803
140 44TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00005000000,80-P-5,Central Lawrenceville,15201,-79.96178,40.472697
140 46TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080P00142000000,80-P-142,Central Lawrenceville,15201,-79.960958,40.474077
140 47TH ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00151000000,80-K-151,Central Lawrenceville,15201,-79.959947,40.47518
140 BANNER WAY,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0049A00065000A00,49-A-65-A,Central Lawrenceville,15201,-79.962789,40.471275
140 HOME ST,R1A-VH,SINGLE-UNIT ATTACHED RESIDENTIAL VERY HIGH DENSITY,0080K00120000000,80-K-120,Central Lawrenceville,15201,-79.960311,40.474742
141 41ST ST,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 101,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 102,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 103,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 104,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 105,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 106,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 201,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
141 41ST ST UNIT 202,RIV-IMU,RIVERFRONT INDUSTRIAL MIXED USE,0049A00147000000,49-A-147,Central Lawrenceville,15201,-79.962727,40.470838
